EV	EV Book	Game	Player	Prop	O/U	FD	DK	ESPN	MGM	Kambi	PN	CZ	BV
-6.7	-107 DK	old dominion @ coastal carolina		total	u 51.5	-	-124/-107	-	-	-	-116/-101	-	-
-6.7	-124 DK	old dominion @ coastal carolina		total	o 51.5	-	-124/-107	-	-	-	-116/-101	-	-
-6.7	-123 DK	miami ohio @ toledo		total	u 44.5	-	-108/-123	-	-	-	-102/-115	-	-
-6.7	-112 DK	massachusetts @ northern illinois		total	o 42.5	-	-112/-119	-	-	-	-105/-111	-	-
-6.7	-129 DK	kansas @ arizona state		total	u 51.5	-	-103/-129	-	-	-	103/-120	-	-
-6.7	-485 DK	iowa @ ohio state		1q_ml	u  	-	'+370/-485	-	-	-	319/-446	-	-
-6.7	-106 DK	east carolina @ charlotte		total	u 46.5	-	-125/-106	-	-	-	-117/100	-	-
-6.7	-112 DK	duke @ georgia tech		total	u 52.5	-	-118/-112	-	-	-	-111/-105	-	-
-6.7	-110 FD	colorado state @ oregon state		total	u 47.5	-110/-110	-120/-111	-	-	-	-114/-103	-	-
-6.7	-144 FD	clemson @ florida state	Brock Glenn	pass_td	o 0.5	-144/+108	-	-145/+107	-	-	-	-	-
-6.7	-133 DK	bowling green @ akron		total	o 50.0	-	-133/+100	-	-	-	-124/106	-	-
-6.7	-130 DK	boston college @ virginia		total	o 51.0	-	-130/-102	-	-	-	-121/104	-	-
-6.7	-125 DK	auburn @ georgia		1h_total	u 27.5	-	'+105/-125	-	-	-	-102/-119	-	-
-6.7	-105 DK	army @ tulsa		total	u 50.0	-	-127/-105	-	-	-	-118/101	-	-
-6.7	-108 DK	army @ tulsa		spread	u -12.5	-	-112/-108	-	-	-	-114/-101	-	-
-6.8	-110 DK	western michigan @ ball state		total	o 57.5	-	-110/-120	-	-	-	-103/-113	-	-
-6.8	-109 DK	virginia tech @ stanford		total	u 49.0	-	-122/-109	-	-	-	-114/-102	-	-
-6.8	-110 DK	virginia tech @ stanford		spread	o -9.0	-	-110/-121	-	-	-	-103/-113	-	-
-6.8	-128 DK	texas tech @ arizona		total	u 65.0	-	-104/-128	-	-	-	102/-119	-	-
-6.8	-104 DK	texas tech @ arizona		total	o 65.0	-	-104/-128	-	-	-	102/-119	-	-
-6.8	145 DK	texas tech @ arizona		1q_ml	o  	-	'+145/-175	-	-	-	146/-178	-	-
-6.8	-171 DK	pittsburgh @ north carolina		spread	u -4.5	-	'+128/-171	-	-	-	133/-158	-	-
-6.8	122 DK	pittsburgh @ north carolina		spread	o -4.0	-	'+122/-164	-	-	-	126/-150	-	-
-6.8	200 MGM	ole miss @ south carolina	Lanorris Sellers	pass_td	o 1.5	'+198/-280	-	'+165/-235	'+200/-275	-	-	-	-
-6.8	-119 DK	massachusetts @ northern illinois		total	u 42.5	-	-112/-119	-	-	-	-105/-111	-	-
-6.8	-103 DK	kansas @ arizona state		total	o 51.5	-	-103/-129	-	-	-	103/-120	-	-
-6.8	-109 DK	east carolina @ charlotte		spread	u -7.5	-	-122/-109	-	-	-	-115/-103	-	-
-6.8	-285 DK	colorado state @ oregon state		1q_ml	u  	-	'+230/-285	-	-	-	207/-262	-	-
-6.8	-110 DK	clemson @ florida state		total	o 47.0	-	-110/-121	-	-	-	-103/-113	-	-
-6.8	-102 DK	boston college @ virginia		total	u 51.0	-	-130/-102	-	-	-	-121/104	-	-
-6.8	-139 DK	boston college @ virginia		total	o 50.5	-	-139/+104	-	-	-	-129/110	-	-
-6.8	-110 DK	baylor @ iowa state		total	o 45.0	-	-110/-121	-	-	-	-103/-113	-	-
-6.8	-118 DK	army @ tulsa		spread	u -13.0	-	-112/-118	-	-	-	-105/-109	-	-
-6.8	114 DK	alabama @ vanderbilt		total	o 56.0	-	'+114/-152	-	-	-	119/-140	-	-
-6.8	-109 DK	alabama @ vanderbilt		spread	u -21.5	-	-122/-109	-	-	-	-114/-102	-	-
-6.9	-104 FD	wake forest @ nc state		total	o 53.5	-104/-118	-106/-125	-	-	-	103/-121	-	-
-6.9	100 DK	utah state @ boise state		away_total	o 20.5	-	'+100/-140	-	-	-	106/-124	-	-
-6.9	-121 DK	south alabama @ arkansas state		total	u 61.5	-	-110/-121	-	-	-	-104/-113	-	-
-6.9	-106 DK	rutgers @ nebraska		total	o 40.5	-	-106/-126	-	-	-	101/-117	-	-
-6.9	-126 DK	nevada @ san jose state		total	o 50.5	-	-126/-105	-	-	-	-117/100	-	-
-6.9	-150 DK	navy @ air force		away_total	o 22.5	-	-150/+110	-	-	-	-138/118	-	-
-6.9	-124 DK	michigan @ washington		total	o 41.0	-	-124/-107	-	-	-	-115/-101	-	-
-6.9	-105 FD	james madison @ ul monroe		spread	o -16.5	-105/-115	-107/-124	-	-	-	102/-121	-	-
-6.9	-109 DK	east carolina @ charlotte		spread	o -9.0	-	-109/-122	-	-	-	-101/-113	-	-
-6.9	100 DK	bowling green @ akron		total	u 50.0	-	-133/+100	-	-	-	-124/106	-	-
-6.9	-127 DK	army @ tulsa		total	o 50.0	-	-127/-105	-	-	-	-118/101	-	-
-6.9	-258 DK	army @ tulsa		1q_ml	o  	-	-258/+210	-	-	-	-238/190	-	-
-6.9	100 DK	alabama @ vanderbilt		total	o 55.0	-	'+100/-134	-	-	-	106/-124	-	-
-6.9	-108 DK	alabama @ vanderbilt		total	o 54.5	-	-108/-123	-	-	-	-101/-115	-	-
-7.0	-118 DK	virginia tech @ stanford		spread	u -8.5	-	-112/-118	-	-	-	-106/-109	-	-
-7.0	107 DK	utah state @ boise state		total	u 64.5	-	-142/+107	-	-	-	-132/113	-	-
-7.0	-142 DK	utah state @ boise state		1q_total	u 14.5	-	'+120/-142	-	-	-	110/-134	-	-
-7.0	-110 FD	smu @ louisville		total	u 55.5	-110/-110	-119/-111	-	-	-	-115/-101	-	-
-7.0	-205 DK	nevada @ san jose state		1q_ml	u  	-	'+170/-205	-	-	-	155/-189	-	-
-7.0	-145 DK	hawaii @ san diego state		away_total	o 21.5	-	-145/+105	-	-	-	-134/114	-	-
-7.0	-152 DK	alabama @ vanderbilt		total	u 56.0	-	'+114/-152	-	-	-	119/-140	-	-
-7.0	-134 DK	alabama @ vanderbilt		total	u 55.0	-	'+100/-134	-	-	-	106/-124	-	-
-7.1	-1100 DK	ucla @ penn state		1q_ml	u  	-	'+700/-1100	-	-	-	536/-906	-	-
-7.1	-120 DK	rutgers @ nebraska		total	o 39.5	-	-120/-111	-	-	-	-111/-105	-	-
-7.1	-134 DK	navy @ air force		total	u 38.0	-	'+101/-134	-	-	-	106/-123	-	-
-7.1	-120 DK	iowa @ ohio state		home_total	u 31.5	-	-115/-120	-	-	-	-105/-111	-	-
-7.1	-121 DK	indiana @ northwestern		total	u 41.5	-	-109/-121	-	-	-	-104/-112	-	-
-7.1	450 FD	indiana @ northwestern		ml	u  	-630/+450	-520/+390	-	-	-	-575/419	-	-
-7.1	-112 DK	hawaii @ san diego state		total	u 48.0	-	-119/-112	-	-	-	-112/-104	-	-
-7.1	-113 DK	clemson @ florida state		spread	u -14.5	-	-118/-113	-	-	-	-110/-104	-	-
-7.1	-109 DK	bowling green @ akron		spread	u -15.0	-	-122/-109	-	-	-	-114/-101	-	-
-7.1	104 DK	boston college @ virginia		total	u 50.5	-	-139/+104	-	-	-	-129/110	-	-
-7.1	-113 DK	alabama @ vanderbilt		spread	u -22.0	-	-118/-113	-	-	-	-110/-104	-	-
-7.2	107 DK	tulane @ uab		total	o 56.0	-	'+107/-142	-	-	-	113/-133	-	-
-7.2	-136 DK	tulane @ uab		total	u 55.5	-	'+103/-136	-	-	-	107/-125	-	-
-7.2	-128 DK	tulane @ uab		total	u 55.0	-	-104/-128	-	-	-	101/-118	-	-
-7.2	-144 DK	texas tech @ arizona		total	u 66.0	-	'+108/-144	-	-	-	113/-132	-	-
-7.2	-101 DK	south alabama @ arkansas state		spread	o -3.5	-	-101/-132	-	-	-	106/-123	-	-
-7.2	125 FD	south alabama @ arkansas state		ml	u  	-150/+125	-148/+124	-	-	-	-158/137	-	-
-7.2	170 DK	nevada @ san jose state		1h_ml	o  	-	'+170/-205	-	-	-	172/-207	-	-
-7.2	-106 DK	massachusetts @ northern illinois		total	o 43.0	-	-106/-125	-	-	-	101/-118	-	-
-7.2	-111 DK	kansas @ arizona state		total	o 51.0	-	-111/-120	-	-	-	-103/-113	-	-
-7.2	-118 DK	james madison @ ul monroe		spread	o -15.0	-	-118/-112	-	-	-	-108/-106	-	-
-7.2	-104 DK	east carolina @ charlotte		total	o 48.0	-	-104/-128	-	-	-	103/-120	-	-
-7.2	-103 DK	clemson @ florida state		total	o 47.5	-	-103/-129	-	-	-	104/-121	-	-
-7.2	-111 DK	bowling green @ akron		total	o 51.5	-	-111/-120	-	-	-	-103/-113	-	-
-7.2	-110 DK	bowling green @ akron		1h_spread	o -8.5	-	-110/-110	-	-	-	-103/-115	-	-
-7.2	-143 DK	alabama @ vanderbilt		total	u 55.5	-	'+108/-143	-	-	-	112/-131	-	-
-7.2	-125 DK	alabama @ vanderbilt		home_total	o 14.5	-	-125/-110	-	-	-	-115/-101	-	-
-7.2	-110 DK	alabama @ vanderbilt		spread	o -23.0	-	-110/-121	-	-	-	-102/-114	-	-
-7.2	-1100 DK	alabama @ vanderbilt		1h_ml	o  	-	-1100/+700	-	-	-	-845/536	-	-
-7.3	-107 DK	virginia tech @ stanford		spread	o -9.5	-	-107/-124	-	-	-	100/-118	-	-
-7.3	-108 DK	utah state @ boise state		total	o 66.5	-	-108/-123	-	-	-	-100/-116	-	-
-7.3	-123 DK	usc @ minnesota		spread	o -8.0	-	-123/-108	-	-	-	-113/-103	-	-
-7.3	200 DK	texas tech @ arizona		ml	o  	'+184/-225	'+200/-245	-	-	-	217/-261	-	-
-7.3	102 DK	tennessee @ arkansas		1h_spread	o -7.5	-	'+102/-122	-	-	-	108/-128	-	-
-7.3	102 DK	rutgers @ nebraska		total	o 41.0	-	'+102/-136	-	-	-	109/-127	-	-
-7.3	128 DK	pittsburgh @ north carolina		spread	o -4.5	-	'+128/-171	-	-	-	133/-158	-	-
-7.3	-124 DK	navy @ air force		total	o 36.5	-	-124/-107	-	-	-	-114/-102	-	-
-7.3	150 DK	miami ohio @ toledo		1q_ml	o  	-	'+150/-180	-	-	-	152/-185	-	-
-7.3	-180 DK	massachusetts @ northern illinois		home_total	u 31.5	-	'+130/-180	-	-	-	138/-163	-	-
-7.3	-455 DK	indiana @ northwestern		1h_ml	o  	-	-455/+350	-	-	-	-392/297	-	-
-7.3	-108 DK	colorado state @ oregon state		total	o 48.5	-	-108/-123	-	-	-	-100/-116	-	-
-7.3	-135 DK	auburn @ georgia		away_total	u 14.5	-	-105/-135	-	-	-	106/-124	-	-
-7.3	-109 DK	appalachian state @ marshall		total	u 57.5	-	-122/-109	-	-	-	-115/-101	-	-
-7.4	-104 DK	western michigan @ ball state		total	o 58.0	-	-104/-128	-	-	-	103/-121	-	-
-7.4	-111 DK	wake forest @ nc state		total	o 53.0	-	-111/-120	-	-	-	-103/-114	-	-
-7.4	-104 DK	virginia tech @ stanford		total	u 48.5	-	-127/-104	-	-	-	-121/103	-	-
-7.4	100 DK	utah state @ boise state		total	u 65.0	-	-133/+100	-	-	-	-125/107	-	-
-7.4	-110 FD	texas tech @ arizona		total	u 63.5	-110/-110	-121/-110	-	-	-	-116/-101	-	-
-7.4	125 DK	texas tech @ arizona		home_total	u 33.5	-	-175/+125	-	-	-	-154/131	-	-
-7.4	-105 DK	tennessee @ arkansas		spread	o -14.0	-	-105/-115	-	-	-	103/-119	-	-
-7.4	-107 DK	tennessee @ arkansas		spread	u -13.0	-	-124/-107	-	-	-	-117/101	-	-
-7.4	-104 DK	south alabama @ arkansas state		total	o 62.0	-	-104/-127	-	-	-	103/-121	-	-
-7.4	-115 DK	south alabama @ arkansas state		home_total	o 29.5	-	-115/-120	-	-	-	-106/-110	-	-
-7.4	245 DK	purdue @ wisconsin		1q_ml	o  	-	'+245/-305	-	-	-	233/-302	-	-
-7.4	-164 DK	pittsburgh @ north carolina		spread	u -4.0	-	'+122/-164	-	-	-	126/-150	-	-
-7.4	106 DK	missouri @ texas a&m		total	u 46.5	-	-142/+106	-	-	-	-132/113	-	-
-7.4	-102 DK	miami ohio @ toledo		total	o 45.0	-	-102/-130	-	-	-	105/-123	-	-
-7.4	109 DK	massachusetts @ northern illinois		total	o 44.0	-	'+109/-145	-	-	-	116/-135	-	-
-7.4	100 DK	massachusetts @ northern illinois		total	o 43.5	-	'+100/-133	-	-	-	107/-125	-	-
-7.4	-101 DK	james madison @ ul monroe		total	o 49.0	-	-101/-132	-	-	-	106/-124	-	-
-7.4	-122 DK	james madison @ ul monroe		spread	o -14.5	-	-122/-109	-	-	-	-112/-104	-	-
-7.4	370 DK	james madison @ ul monroe		1h_ml	u  	-	-485/+370	-	-	-	-455/335	-	-
-7.4	-106 DK	east carolina @ charlotte		spread	o -9.5	-	-106/-125	-	-	-	102/-118	-	-
-7.4	-103 DK	colorado state @ oregon state		total	u 47.0	-	-129/-103	-	-	-	-122/104	-	-
-7.4	-127 DK	bowling green @ akron		total	o 50.5	-	-127/-105	-	-	-	-116/-100	-	-
-7.4	-105 DK	bowling green @ akron		spread	u -14.5	-	-126/-105	-	-	-	-120/102	-	-
-7.4	-101 DK	auburn @ georgia		total	u 51.0	-	-131/-101	-	-	-	-124/106	-	-
-7.5	102 DK	western michigan @ ball state		total	o 58.5	-	'+102/-135	-	-	-	109/-128	-	-
-7.5	100 FD	western michigan @ ball state		spread	o -10.5	'+100/-122	-103/-129	-	-	-	111/-130	-	-
-7.5	-137 DK	texas tech @ arizona		total	u 65.5	-	'+103/-137	-	-	-	107/-125	-	-
-7.5	-120 DK	south alabama @ arkansas state		home_total	u 29.5	-	-115/-120	-	-	-	-106/-110	-	-
-7.5	110 DK	south alabama @ arkansas state		1h_ml	u  	-	-130/+110	-	-	-	-137/117	-	-
-7.5	158 FD	smu @ louisville	Kevin Jennings	pass_td	o 1.5	'+158/-200	-	-	'+155/-200	-	-	-	-
-7.5	105 DK	pittsburgh @ north carolina		home_total	o 31.5	-	'+105/-145	-	-	-	112/-131	-	-
-7.5	105 DK	navy @ air force		total	o 38.5	-	'+105/-140	-	-	-	112/-131	-	-
-7.5	-105 FD	navy @ air force		spread	u -9.5	-115/-105	-124/-107	-	-	-	-122/106	-	-
-7.5	-149 DK	missouri @ texas a&m		spread	u -1.0	-	'+112/-149	-	-	-	115/-136	-	-
-7.5	-126 DK	james madison @ ul monroe		total	u 48.5	-	-106/-126	-	-	-	-101/-115	-	-
-7.5	100 DK	iowa @ ohio state		1h_total	u 23.5	-	-120/+100	-	-	-	-128/105	-	-
-7.5	-298 DK	indiana @ northwestern		1q_ml	o  	-	-298/+240	-	-	-	-266/210	-	-
-7.5	104 DK	clemson @ florida state		total	o 48.0	-	'+104/-139	-	-	-	111/-130	-	-
-7.5	-305 DK	clemson @ florida state		1q_ml	o  	-	-305/+245	-	-	-	-273/214	-	-
-7.5	-110 DK	auburn @ georgia		total	o 52.5	-	-110/-121	-	-	-	-102/-115	-	-
-7.5	-109 DK	appalachian state @ marshall		total	o 58.5	-	-109/-122	-	-	-	-101/-116	-	-
-7.6	-128 DK	usc @ minnesota		spread	o -7.5	-	-128/-104	-	-	-	-117/-100	-	-
-7.6	-112 DK	tulane @ uab		spread	o -18.0	-	-112/-119	-	-	-	-102/-112	-	-
-7.6	-112 DK	south alabama @ arkansas state		spread	u -3.0	-	-108/-112	-	-	-	-112/-102	-	-
-7.6	109 DK	rutgers @ nebraska		total	o 41.5	-	'+109/-145	-	-	-	116/-136	-	-
-7.6	-154 DK	pittsburgh @ north carolina		spread	u -3.5	-	'+115/-154	-	-	-	119/-139	-	-
-7.6	-104 DK	nevada @ san jose state		total	o 52.0	-	-104/-127	-	-	-	104/-121	-	-
-7.6	-101 DK	navy @ air force		total	u 36.0	-	-132/-101	-	-	-	-124/107	-	-
-7.6	-102 DK	navy @ air force		1h_spread	o -6.5	-	-102/-118	-	-	-	104/-125	-	-
-7.6	250 DK	navy @ air force		1h_ml	u  	-	-310/+250	-	-	-	-306/242	-	-
-7.6	-111 DK	michigan @ washington		total	o 42.0	-	-111/-120	-	-	-	-102/-114	-	-
-7.6	116 DK	massachusetts @ northern illinois		total	o 44.5	-	'+116/-155	-	-	-	123/-144	-	-
-7.6	-106 DK	baylor @ iowa state		total	u 44.0	-	-125/-106	-	-	-	-119/102	-	-
-7.6	-104 DK	army @ tulsa		total	o 51.5	-	-104/-127	-	-	-	104/-121	-	-
-7.7	-110 DK	ucla @ penn state		total	o 47.0	-	-110/-121	-	-	-	-101/-115	-	-
-7.7	-109 DK	iowa @ ohio state		total	u 45.0	-	-122/-109	-	-	-	-116/-100	-	-
-7.7	-135 DK	indiana @ northwestern		1h_spread	o -6.5	-	-135/+114	-	-	-	-124/104	-	-
-7.7	-265 DK	duke @ georgia tech		1q_ml	u  	-	'+215/-265	-	-	-	189/-236	-	-
-7.7	103 DK	colorado state @ oregon state		total	u 46.5	-	-137/+103	-	-	-	-129/111	-	-
-7.7	108 FD	clemson @ florida state	Brock Glenn	pass_td	u 0.5	-144/+108	-	-145/+107	-	-	-	-	-
-7.7	110 DK	clemson @ florida state		total	o 48.5	-	'+110/-147	-	-	-	117/-138	-	-
-7.7	-110 DK	alabama @ vanderbilt		home_total	u 14.5	-	-125/-110	-	-	-	-115/-101	-	-
-7.8	-112 DK	smu @ louisville		total	o 56.5	-	-112/-119	-	-	-	-103/-114	-	-
-7.8	-114 FD	rutgers @ nebraska	Jahmal Banks	rec_yd	o 40.5	-114/-114	-	-114/-122	-	-	-	-	-
-7.8	-114 FD	rutgers @ nebraska	Ian Strong	rec_yd	u 26.5	-114/-114	-	-122/-114	-	-	-	-	-
-7.8	-145 DK	pittsburgh @ north carolina		home_total	u 31.5	-	'+105/-145	-	-	-	112/-131	-	-
-7.8	100 DK	old dominion @ coastal carolina		total	u 51.0	-	-134/+100	-	-	-	-126/108	-	-
-7.8	100 DK	nevada @ san jose state		total	u 50.0	-	-132/+100	-	-	-	-126/108	-	-
-7.8	-107 DK	navy @ air force		spread	o -10.5	-	-107/-124	-	-	-	102/-118	-	-
-7.8	-101 DK	missouri @ texas a&m		total	u 47.0	-	-132/-101	-	-	-	-125/107	-	-
-7.8	107 DK	michigan @ washington		total	o 43.5	-	'+107/-143	-	-	-	115/-134	-	-
-7.8	107 DK	michigan @ washington		total	u 40.0	-	-142/+107	-	-	-	-134/115	-	-
-7.8	-114 FD	kansas @ arizona state	Devin Neal	rush_yd	o 86.5	-114/-114	-	-114/-122	-	-	-	-	-
-7.8	-156 DK	kansas @ arizona state		spread	u -1.0	-	'+117/-156	-	-	-	119/-141	-	-
-7.8	-310 DK	james madison @ ul monroe		1q_ml	o  	-	-310/+250	-	-	-	-273/214	-	-
-7.8	-115 DK	iowa @ ohio state		home_total	o 31.5	-	-115/-120	-	-	-	-105/-111	-	-
-7.8	100 DK	iowa @ ohio state		away_total	u 12.5	-	-135/+100	-	-	-	-126/108	-	-
-7.8	101 DK	east carolina @ charlotte		total	o 48.5	-	'+101/-135	-	-	-	109/-127	-	-
-7.8	280 DK	colorado state @ oregon state		1h_ml	o  	-	'+280/-355	-	-	-	267/-344	-	-
-7.8	-112 DK	boston college @ virginia		total	o 52.5	-	-112/-119	-	-	-	-103/-114	-	-
-7.8	-114 FD	baylor @ iowa state	Abu Sama	rush_yd	u 64.5	-114/-114	-	-122/-114	-	-	-	-	-
-7.8	100 DK	army @ tulsa		total	u 49.5	-	-133/+100	-	-	-	-126/108	-	-
-7.9	700 DK	ucla @ penn state		1q_ml	o  	-	'+700/-1100	-	-	-	536/-906	-	-
-7.9	111 DK	tulane @ uab		total	o 56.5	-	'+111/-148	-	-	-	119/-139	-	-
-7.9	105 DK	south alabama @ arkansas state		spread	o -4.0	-	'+105/-140	-	-	-	113/-132	-	-
-7.9	102 FD	south alabama @ arkansas state		spread	u -2.5	-124/+102	-130/-102	-	-	-	-134/116	-	-
-7.9	-103 DK	michigan @ washington		spread	o -1.0	-	-103/-129	-	-	-	105/-123	-	-
-7.9	103 DK	miami ohio @ toledo		total	o 45.5	-	'+103/-137	-	-	-	111/-130	-	-
-7.9	-425 DK	massachusetts @ northern illinois		1q_ml	u  	-	'+330/-425	-	-	-	273/-366	-	-
-7.9	104 DK	james madison @ ul monroe		total	o 49.5	-	'+104/-138	-	-	-	112/-131	-	-
-7.9	-110 DK	clemson @ florida state		1h_spread	o -7.5	-	-110/-110	-	-	-	-102/-117	-	-
-7.9	-104 DK	bowling green @ akron		total	o 52.0	-	-104/-128	-	-	-	104/-122	-	-
-7.9	-600 DK	auburn @ georgia		1q_ml	u  	-	'+440/-600	-	-	-	349/-501	-	-
-8.0	108 DK	western michigan @ ball state		total	o 59.0	-	'+108/-144	-	-	-	116/-136	-	-
-8.0	-112 DK	virginia tech @ stanford		total	o 50.0	-	-112/-119	-	-	-	-102/-114	-	-
-8.0	-107 DK	tennessee @ arkansas		total	o 57.5	-	-107/-124	-	-	-	102/-119	-	-
-8.0	202 FD	smu @ louisville		ml	o  	'+202/-250	'+200/-245	-	-	-	208/-250	-	-
-8.0	110 DK	navy @ air force		away_total	u 22.5	-	-150/+110	-	-	-	-138/118	-	-
-8.0	101 DK	kansas @ arizona state		total	o 52.0	-	'+101/-134	-	-	-	109/-128	-	-
-8.0	-107 DK	kansas @ arizona state		total	u 50.0	-	-124/-107	-	-	-	-119/102	-	-
-8.0	107 DK	east carolina @ charlotte		total	o 49.0	-	'+107/-142	-	-	-	115/-135	-	-
-8.0	-107 DK	duke @ georgia tech		total	u 52.0	-	-124/-107	-	-	-	-119/102	-	-
-8.0	-108 DK	clemson @ florida state		total	u 46.0	-	-123/-108	-	-	-	-118/101	-	-
-8.0	101 DK	baylor @ iowa state		total	u 43.5	-	-134/+101	-	-	-	-128/109	-	-
-8.0	108 DK	baylor @ iowa state		total	u 43.0	-	-143/+108	-	-	-	-136/116	-	-
-8.0	-109 DK	auburn @ georgia		total	u 51.5	-	-121/-109	-	-	-	-117/-100	-	-
-8.1	-110 DK	western michigan @ ball state		spread	o -10.0	-	-110/-121	-	-	-	100/-116	-	-
-8.1	112 DK	utah state @ boise state		total	u 64.0	-	-149/+112	-	-	-	-141/120	-	-
-8.1	-110 DK	usc @ minnesota		total	u 48.5	-	-120/-110	-	-	-	-116/-100	-	-
-8.1	-104 DK	ucla @ penn state		total	u 45.5	-	-127/-104	-	-	-	-122/105	-	-
-8.1	103 DK	tennessee @ arkansas		spread	u -11.5	-	-137/+103	-	-	-	-131/111	-	-
-8.1	-103 DK	smu @ louisville		total	u 55.0	-	-129/-103	-	-	-	-123/106	-	-
-8.1	-106 DK	pittsburgh @ north carolina		total	u 63.0	-	-125/-106	-	-	-	-120/103	-	-
-8.1	112 DK	missouri @ texas a&m		total	u 46.0	-	-149/+112	-	-	-	-141/120	-	-
-8.1	-111 DK	iowa @ ohio state		total	o 46.0	-	-111/-119	-	-	-	-101/-115	-	-
-8.1	-106 DK	indiana @ northwestern		total	o 42.0	-	-106/-126	-	-	-	103/-120	-	-
-8.1	-111 DK	clemson @ florida state		spread	o -15.5	-	-111/-120	-	-	-	-101/-115	-	-
-8.1	-105 DK	alabama @ vanderbilt		total	u 53.0	-	-126/-105	-	-	-	-121/104	-	-
-8.2	100 DK	tennessee @ arkansas		total	o 58.0	-	'+100/-133	-	-	-	109/-127	-	-
-8.2	-1450 FD	temple @ connecticut		ml	u  	'+810/-1450	-	-	-	-	579/-876	-	-
-8.2	-127 DK	rutgers @ nebraska		total	o 39.0	-	-127/-105	-	-	-	-114/-102	-	-
-8.2	-141 DK	rutgers @ nebraska		total	o 38.0	-	-141/+106	-	-	-	-126/108	-	-
-8.2	-130 DK	missouri @ texas a&m		home_total	u 25.5	-	-105/-130	-	-	-	100/-117	-	-
-8.2	-105 DK	iowa @ ohio state		1q_total	u 9.5	-	-115/-105	-	-	-	-124/102	-	-
-8.2	-105 DK	indiana @ northwestern		1h_total	o 21.5	-	-105/-115	-	-	-	102/-124	-	-
-8.3	-115 DK	utah state @ boise state		home_total	u 45.5	-	-120/-115	-	-	-	-112/-104	-	-
-8.3	-111 DK	usc @ minnesota		total	o 49.5	-	-111/-120	-	-	-	-101/-116	-	-
-8.3	-107 DK	tulane @ uab		spread	o -18.5	-	-107/-124	-	-	-	103/-119	-	-
-8.3	-175 DK	texas tech @ arizona		home_total	o 33.5	-	-175/+125	-	-	-	-154/131	-	-
-8.3	-103 DK	tennessee @ arkansas		spread	u -12.5	-	-129/-103	-	-	-	-124/106	-	-
-8.3	112 DK	old dominion @ coastal carolina		total	u 50.0	-	-150/+112	-	-	-	-141/121	-	-
-8.3	111 DK	navy @ air force		total	o 39.0	-	'+111/-148	-	-	-	120/-140	-	-
-8.3	-101 DK	miami ohio @ toledo		total	u 43.0	-	-132/-101	-	-	-	-126/108	-	-
-8.3	-111 DK	james madison @ ul monroe		spread	o -16.0	-	-111/-120	-	-	-	-101/-116	-	-
-8.3	-103 DK	colorado state @ oregon state		total	o 49.0	-	-103/-129	-	-	-	106/-124	-	-
-8.3	-111 DK	bowling green @ akron		spread	o -16.5	-	-111/-120	-	-	-	-101/-116	-	-
-8.3	-103 DK	appalachian state @ marshall		total	o 59.0	-	-103/-129	-	-	-	106/-124	-	-
-8.3	-103 DK	appalachian state @ marshall		total	u 57.0	-	-129/-103	-	-	-	-124/106	-	-
-8.4	-109 DK	wake forest @ nc state		total	u 52.0	-	-122/-109	-	-	-	-118/101	-	-
-8.4	-113 DK	usc @ minnesota		spread	o -9.5	-	-113/-117	-	-	-	-102/-114	-	-
-8.4	-108 DK	tennessee @ arkansas		total	u 56.0	-	-123/-108	-	-	-	-119/102	-	-
-8.4	103 DK	smu @ louisville		total	u 54.5	-	-137/+103	-	-	-	-131/112	-	-
-8.4	124 DK	smu @ louisville		1q_ml	o  	-	'+124/-148	-	-	-	131/-157	-	-
-8.4	107 DK	old dominion @ coastal carolina		total	u 50.5	-	-143/+107	-	-	-	-136/116	-	-
-8.4	-109 DK	missouri @ texas a&m		total	o 48.5	-	-109/-122	-	-	-	101/-118	-	-
-8.4	-108 DK	missouri @ texas a&m		1q_ml	o  	-	-108/-112	-	-	-	101/-120	-	-
-8.4	130 DK	massachusetts @ northern illinois		home_total	o 31.5	-	'+130/-180	-	-	-	138/-163	-	-
-8.4	-108 DK	james madison @ ul monroe		1h_spread	o -8.5	-	-108/-112	-	-	-	101/-120	-	-
-8.4	109 DK	boston college @ virginia		total	u 50.0	-	-146/+109	-	-	-	-138/118	-	-
-8.4	101 DK	army @ tulsa		total	o 52.0	-	'+101/-135	-	-	-	110/-129	-	-
-8.4	103 DK	appalachian state @ marshall		total	o 59.5	-	'+103/-136	-	-	-	112/-131	-	-
-8.5	106 DK	wake forest @ nc state		total	o 54.5	-	'+106/-141	-	-	-	115/-135	-	-
-8.5	-230 DK	usc @ minnesota		1q_ml	o  	-	-230/+190	-	-	-	-201/164	-	-
-8.5	106 DK	ucla @ penn state		total	o 48.0	-	'+106/-141	-	-	-	115/-135	-	-
-8.5	106 DK	tennessee @ arkansas		total	o 58.5	-	'+106/-141	-	-	-	115/-135	-	-
-8.5	100 DK	tennessee @ arkansas		spread	u -12.0	-	-133/+100	-	-	-	-128/109	-	-
-8.5	100 DK	south alabama @ arkansas state		away_total	o 33.5	-	'+100/-135	-	-	-	109/-128	-	-
-8.5	100 DK	michigan @ washington		total	o 43.0	-	'+100/-134	-	-	-	109/-128	-	-
-8.5	106 DK	kansas @ arizona state		total	o 52.5	-	'+106/-141	-	-	-	115/-135	-	-
-8.5	105 DK	iowa @ ohio state		total	u 44.0	-	-139/+105	-	-	-	-134/114	-	-
